iter	Accuracy	Logloss
923	1	0.03694026981
924	1	0.03686293112
925	1	0.03680990969
926	1	0.03672457645
927	1	0.03670278378
928	1	0.03665086796
929	1	0.03659020305
930	1	0.03643389102
931	1	0.03637590315
932	1	0.03636172404
933	1	0.03626967413
934	1	0.03620570899
935	1	0.03615181576
936	1	0.03610286103
937	1	0.03605416174
938	1	0.03602854376
939	1	0.03601146356
940	1	0.03596178136
941	1	0.03589928295
942	1	0.03588172254
943	1	0.03584571539
944	1	0.03580144877
945	1	0.03574213372
946	1	0.03571248835
947	1	0.03569494364
948	1	0.03567340437
949	1	0.03559825532
950	1	0.03551714137
951	1	0.03549078834
952	1	0.035443259
953	1	0.03536857746
954	1	0.03532902923
955	1	0.03526785055
956	1	0.03518428962
957	1	0.03513785616
958	1	0.03503729305
959	1	0.03497195048
960	1	0.03491595437
961	1	0.03490490431
962	1	0.0348734439
963	1	0.03483310249
964	1	0.03474791597
965	1	0.03471229347
966	1	0.03469719024
967	1	0.03463774877
968	1	0.034582027
969	1	0.0345437506
970	1	0.0344725643
971	1	0.03443970633
972	1	0.03441118087
973	1	0.034371194
974	1	0.03434260357
975	1	0.03424852869
976	1	0.03419761149
977	1	0.03413816624
978	1	0.03411968293
979	1	0.03408227315
980	1	0.03398189458
981	1	0.03383724198
982	1	0.03376486852
983	1	0.03361259913
984	1	0.03358571262
985	1	0.03355826926
986	1	0.03353491473
987	1	0.03350438738
988	1	0.03343029302
989	1	0.03338347306
990	1	0.0333410685
991	1	0.03331672323
992	1	0.03329357011
993	1	0.03322742789
994	1	0.03313254424
995	1	0.03309001943
996	1	0.03305099835
997	1	0.03301923343
998	1	0.03300008532
999	1	0.03297341159
.04011138017
935	1	0.04008421082
936	1	0.04007423718
937	1	0.03998771384
938	1	0.03992984286
939	1	0.03989681018
940	1	0.03982926047
941	1	0.039787078
942	1	0.03975130408
943	1	0.03971583844
944	1	0.03954103712
945	1	0.03949856434
946	1	0.03948513221
947	1	0.03944499165
948	1	0.03942123524
949	1	0.03929306566
950	1	0.03926133329
951	1	0.03922375245
952	1	0.03914999921
953	1	0.03911927386
954	1	0.03908626643
955	1	0.03906762243
956	1	0.03903144762
957	1	0.03899917868
958	1	0.03892044547
959	1	0.03886675341
960	1	0.0388441682
961	1	0.03881251355
962	1	0.03871345547
963	1	0.03870355063
964	1	0.03868968469
965	1	0.03864823555
966	1	0.03858325766
967	1	0.03847591803
968	1	0.03842941988
969	1	0.03835004096
970	1	0.03834070832
971	1	0.03831138094
972	1	0.03829916349
973	1	0.03826250828
974	1	0.03822474537
975	1	0.03813794832
976	1	0.03808659277
977	1	0.03805390389
978	1	0.03800042427
979	1	0.03797722933
980	1	0.03791751086
981	1	0.03780649805
982	1	0.03775795131
983	1	0.03773438291
984	1	0.03772705598
985	1	0.03767163541
986	1	0.03761985737
987	1	0.03759347518
988	1	0.03756491336
989	1	0.03752645228
990	1	0.03746884562
991	1	0.0374421876
992	1	0.03739026612
993	1	0.03734498925
994	1	0.03725923995
995	1	0.03720919885
996	1	0.03719265546
997	1	0.03717701762
998	1	0.03716775898
999	1	0.03711240319
879276	0.041950	0.997950	0.9979879276	0.041951	0.997951	0.9979879276	0.041952	0.9952	0.9979879276	0.04143953	0.9953	0.9979879276	0.04139954	0.9954	0.9979879276	0.04134955	0.9955	0.9979879276	0.04133956	0.9956	0.9979879276	0.04129957	0.9957	0.9979879276	0.04127958	0.958	0.9979879276	0.041229959	0.959	0.9979879276	0.041172960	0.960	0.9979879276	0.041079961	0.961	0.9979879276	0.040983962	0.962	0.9979879276	0.040939963	0.963	0.9979879276	0.040913964	0.964	0.9979879276	0.040875965	0.965	0.9979879276	0.040836966	0966	0.9979879276	0.0408326967	0967	0.9979879276	0.0407376968	0968	0.9979879276	0.0406111969	0969	0.9979879276	0.040582970	0.970	0.9979879276	0.040559971	971	0.9979879276	0.04048446972	972	0.9979879276	0.04046191973	973	0.9979879276	0.0403624974	0974	0.9979879276	0.0403171975	0975	0.9979879276	0.0403080976	0976	0.9979879276	0.0401057977	0977	0.9979879276	0.0400760978	0978	0.9979879276	0.0400588979	0979	0.9979879276	0.0400344980	0980	0.9979879276	0.039862981	0.981	0.9979879276	0.039841982	0.982	0.9979879276	0.039827983	0.983	0.9979879276	0.039712984	0984	0.9979879276	0.0396913985	0985	0.9979879276	0.039391986	0.986	0.9979879276	0.039336987	0.987	0.9979879276	0.039236988	0.988	0.9979879276	0.039181989	0.989	0.9979879276	0.039174990	0.990	0.9979879276	0.039144991	0.991	0.9979879276	0.039122992	0.992	0.9979879276	0.038875993	0.993	0.9979879276	0.03878994	0.9994	0.9979879276	0.03868995	0.9995	0.9979879276	0.03845996	0.9996	0.9979879276	0.03841997	0.9997	0.9979879276	0.03833998	0.9998	0.9979879276	0.03829999	0.9999	0.9979879276	0.03823754904
999	0.9979879276	0.03675737526
1365
76	0.03643759804
879276999	0.9979879276	0.03298447443
